sexo,etnia,idade,estcivil,cidade,escolaridade,economia,profissao,renda,beneficio,comunicacao,celular,internet,acesso,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,literacia,scores
1,1,38,3,Curitiba ,4,4,Gestora ,5,9,Internet,1,1,"Tablet, Celular, Notebook",5,5,5,5,5,5,5,5,5,5,5,1.632261366
1,1,36,2,Faxinal PR,3,2,Motorista,2,9,TV,1,1,Celular,5,5,4,4,4,4,4,3,3,4,4,0.036241136
1,1,39,2,Faxinal,4,4,Enfermeira,3,9,TV,1,1,"Computador, Celular, Notebook",5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
1,2,20,1,Faxinal,3,1,Estudante,1,9,Internet,1,1,Celular,3,5,3,4,4,3,2,4,4,2,3.4,-0.438932907
1,3,47,2,Jupi Pernambuco,3,1,Agricultora,1,4,Internet,1,1,Celular,2,5,4,4,4,4,4,4,3,4,3.8,0.238294813
1,1,60,3, Curitiba,4,2,Quimica,3,9,Internet,1,1,"Celular, Notebook",3,4,2,4,4,4,4,4,1,3,3.3,-0.15957282
1,1,36,2,Faxinal ,4,2,Professora ,2,9,Internet,1,1,Celular,1,2,3,2,2,3,2,2,2,2,2.1,-1.031496989
2,1,41,2,FAXINAL,5,4,´Professor,3,9,Internet,1,1,Celular,4,4,3,4,4,4,5,4,4,4,4,0.514463754
1,1,25,2,Ortigueira ,4,3,Professora,2,9,Internet,1,1,Celular,5,1,4,4,4,4,4,4,4,4,3.8,0.335292996
2,1,32,1,Londrina,5,4,Enfermeiro ,4,9,Internet,1,1,Celular,5,5,4,4,4,5,5,5,5,5,4.7,1.129260328
1,1,46,4,Curitiba ,4,4,Coordenadora Pedagógica ,3,9,Internet,1,1,"Celular, Notebook",3,4,4,4,4,4,4,3,4,2,3.6,-0.06491743
1,1,30,1,Londrina,5,4,Enfermeira,3,9,Internet,1,1,"Celular, Notebook",3,4,4,4,4,4,4,4,4,2,3.7,0.114933537
2,4,29,2,Londrina,4,1,Enfermeiro,4,9,"TV, Rádio, Internet",1,1,Celular,5,4,4,3,4,4,5,5,4,4,4.2,0.613039021
1,2,39,2,Faxinal,5,4,Gestora de Pessoas,2,9,Internet,1,1,Celular,3,5,2,3,2,2,4,4,2,2,2.9,-0.69704675
1,1,27,2,Londrina,5,4,Enfermeira,3,9,Internet,1,1,Celular,4,5,3,4,4,4,4,4,4,3,3.9,0.111475322
2,1,42,2,Londres ,3,4,Motorista ,5,9,"TV, Rádio, Internet",1,1,"Tablet, Celular",5,5,2,3,4,5,4,3,3,3,3.7,-0.034385329
1,3,27,1,Londrina,5,4,Enfermeiro,3,9,TV,1,1,Celular,1,3,2,4,2,1,1,4,5,1,2.4,-1.035886658
1,1,39,2,Londrina,4,4,Enfermeira,3,9,Internet,1,1,Celular,5,4,4,2,2,2,2,2,2,2,2.7,-1.089724678
1,1,37,3,Londrina,5,2,Enfermeira,3,9,Internet,1,1,Celular,4,5,4,4,4,4,5,4,4,4,4.2,0.601574902
1,1,60,2,Grandes Rios ,3,2,Agropecuária ,3,9,TV,1,1,Celular,4,3,3,3,3,3,3,3,1,3,2.9,-0.656939481
1,1,37,3,Londrina,5,2,Enfermeira,3,9,Internet,1,1,Celular,4,5,4,4,4,4,5,4,4,4,4.2,0.601574902
2,1,33,2,Londrina,4,2,Enfermeiro,3,9,Internet,1,1,Celular,4,5,4,3,3,4,4,4,3,2,3.6,-0.228867296
2,1,32,1,Londrina,5,2,Enfermeiro,3,9,Internet,1,1,"Computador, Celular",4,5,4,5,5,5,5,5,4,4,4.6,1.202059304
1,1,74,2,Londrina,3,2,Professora,3,9,"Jornal Escrito e/ou Revistas, TV",1,1,Celular,1,2,4,4,4,1,1,1,4,1,2.3,-1.122573179
1,1,25,1,London ,3,3,Recepcionista ,2,9,"Jornal Escrito e/ou Revistas, Internet",1,1,"Celular, Notebook",3,5,3,4,4,2,4,3,3,2,3.3,-0.455344655
1,1,59,3,Faxinal,4,2,Servidora publica,4,9,"TV, Internet",1,1,"Computador, Tablet, Celular, Notebook",5,5,5,5,5,4,4,4,4,4,4.5,0.767044811
1,1,59,3,Faxibal,4,2,Servidora publica,4,9,"Jornal Escrito e/ou Revistas, TV, Rádio, Internet",1,1,"Computador, Tablet, Celular, Notebook",5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
1,1,26,1,Londrina ,5,2,Enfermeira,3,9,"TV, Internet",1,1,"Celular, Notebook",2,3,4,5,5,5,4,4,5,4,4.1,0.932488614
2,1,35,2,Londrina ,5,4,Médico veterinário ,5,9,Internet,1,1,"Celular, Notebook",5,5,4,4,4,5,5,5,5,5,4.7,1.129260328
1,1,47,2,Maringá,5,2,nutricionista,4,9,"Jornal Escrito e/ou Revistas, Internet",1,1,Celular,3,4,3,4,4,3,3,4,4,3,3.5,-0.256363435
2,1,27,1,Jataizinho,4,3,Programador,3,9,"TV, Internet",1,1,"Celular, Notebook",4,4,3,3,3,3,4,4,4,3,3.5,-0.304727804
2,1,29,1,Cornélio Procópio,5,2,Engenheiro Mecânico,5,9,Internet,1,1,"Computador, Celular, Notebook",5,3,4,4,4,4,4,3,5,4,4,0.211382956
2,1,26,1,Assis,3,1,Estudante,1,9,Internet,1,1,Celular,5,5,4,5,4,4,4,4,4,2,4.1,0.304768472
2,1,27,1,Socorro-SP,4,2,Engenheiro eletricista,3,9,"Rádio, Internet",1,1,"Celular, Notebook",4,3,4,4,3,4,4,4,4,4,3.8,0.13113605
2,4,23,1,cornelio procopio,3,1,estudante,2,9,Internet,1,1,"Computador, Celular, Notebook",3,5,2,2,4,4,4,3,4,3,3.4,-0.320977579
1,3,53,2,Jupi/pe,2,2,Agricultora,1,9,Internet,1,1,Celular,3,5,3,4,4,4,4,3,3,4,3.7,-0.045643088
1,1,36,2,Jupi Pernambuco ,3,3,Professora ,2,9,Internet,1,1,"Computador, Celular",4,4,4,4,4,4,4,4,4,4,4,0.335292996
1,2,19,1,Jupi,3,1,Estudante,1,9,Internet,1,1,"Computador, Celular, Notebook",4,4,3,3,3,3,4,4,4,3,3.5,-0.304727804
1,3,46,2,Jupi/PE,3,3,Auxiliar administrativo,1,9,"TV, Rádio, Internet",1,1,Celular,5,5,5,5,5,5,5,5,5,5,5,1.632261366
1,3,30,2,Jupi pe,3,3,Agricultura,1,9,TV,1,2,Celular,3,4,3,3,3,3,3,3,2,3,3,-0.617094238
1,1,36,2,Faxinal ,5,2,Farmacêutica ,4,9,Internet,1,1,Celular,3,4,4,4,4,4,4,4,4,4,3.9,0.335292996
1,1,32,2,Jupi pernambuco,3,2,Apoio escolar ,2,9,Internet,1,2,Celular,3,4,4,4,4,4,4,4,4,4,3.9,0.335292996
1,1,34,2,Faxinal ,3,4,Auxiliar de serviços Gerais ,2,9,Internet,1,1,Celular,1,4,3,4,4,3,3,4,5,4,3.5,-0.116684319
1,1,19,1,Faxinal ,3,3,Socorrista ,2,9,Internet,1,1,"Celular, Notebook",3,5,3,4,4,4,4,4,3,3,3.7,0.028549325
2,3,45,3,Arapongas,3,2,Técnico Operacional ,3,9,Internet,1,1,Celular,3,3,3,3,3,3,3,3,3,3,3,-0.579124686
1,1,40,2,Faxinal,4,3,Gerente comercial,3,9,Internet,1,1,Celular,3,4,4,4,3,2,3,4,4,4,3.5,-0.337574776
2,1,29,2,Faxinal,2,4,Vendedor,3,9,Internet,1,2,Celular,5,4,4,4,4,4,4,4,3,4,4,0.238294813
2,1,43,2,Faxinal,3,4,Servidor público estadual,5,9,"Jornal Escrito e/ou Revistas, TV, Rádio, Internet",1,1,"Celular, Notebook",4,5,3,3,4,4,4,4,4,4,3.9,0.069430882
1,1,60,1,Jupi Pernambuco ,3,2,Aposentada,2,9,Internet,1,1,Celular,1,4,3,3,4,4,4,4,3,3,3.3,-0.099895738
1,1,26,2,Faxinal,3,2,Empreendedora,2,9,Internet,1,1,Celular,3,5,4,4,2,2,4,4,4,3,3.5,-0.349267761
2,1,41,2,Faxinal,4,4,Bancario,3,9,Internet,1,1,Celular,3,3,4,4,4,4,4,4,4,4,3.8,0.335292996
1,1,46,2,Faxinal PR ,3,3,Artesã ,2,9,Internet,1,1,Celular,3,4,3,3,3,3,3,3,3,2,3,-0.639784961
1,1,38,2,Mauá da Serra ,2,3,Cantora,2,9,"TV, Internet",1,1,Celular,1,4,2,4,4,1,4,2,5,2,2.9,-0.622356066
2,3,29,2,Faxinal,2,4,Motorista,2,9,Internet,1,1,Celular,3,4,2,4,4,4,4,4,4,2,3.5,-0.057407927
2,1,20,1,Foz do Iguaçu,3,1,Estudante,2,9,TV,1,1,Celular,4,5,4,4,4,4,4,3,3,2,3.7,-0.133897797
2,3,74,2,Londrina ,3,4,Funcionário Público ,5,9,"Jornal Escrito e/ou Revistas, TV, Internet",1,1,"Computador, Celular",5,5,3,4,4,4,4,3,3,3,3.8,-0.131964975
1,1,18,1,Manoel Ribas ,3,3,Estagiária ,2,9,Internet,1,1,"Celular, Notebook",4,5,4,3,3,3,3,4,4,3,3.6,-0.380033565
1,3,27,1,Manoel Ribas Paraná,3,4,Estagiária,2,9,Internet,1,1,Celular,4,5,4,4,4,4,4,4,3,4,4,0.238294813
1,1,39,3,Faxinal Pr,3,4,Office girls,1,9,Internet,1,1,Celular,2,5,3,4,4,4,4,2,2,3,3.3,-0.297064595
2,1,42,2,Faxinal,3,4,Estoquista,3,9,Internet,1,1,Celular,1,4,3,3,3,3,3,3,3,3,2.9,-0.579124686
1,1,25,1,FAXINAL,2,3,Baba,1,9,Internet,1,1,Celular,3,4,2,2,2,3,3,3,3,3,2.8,-0.774117286
1,3,26,2,Faxinal ,3,4,Caixa ,2,9,Internet,1,1,Celular,3,4,4,4,4,4,4,4,4,2,3.7,0.114933537
1,1,54,2,Faxinal,3,1,Aposentada,3,9,Rádio,1,1,Celular,2,4,4,4,4,2,2,3,2,2,2.9,-0.680340595
1,1,44,2,Faxinal,3,4,No momento to desempregada,1,1,Internet,1,1,Celular,4,4,3,3,3,3,3,3,3,1,3,-0.713010731
1,1,57,1,Faxinal ,2,2,Funcionaria pública ,3,9,Internet,1,1,Celular,4,3,3,3,3,4,4,3,3,2,3.2,-0.40923029
1,4,60,3,Manoel Ribas,1,1,Aposentada ,2,9,"TV, Rádio",1,1,Celular,5,4,4,4,4,4,4,4,4,4,4.1,0.335292996
1,1,54,2,Faxinal  Pr,2,1,Do lar,2,9,Internet,1,1,Celular,3,4,3,3,4,4,4,4,3,2,3.4,-0.176691845
1,3,23,2,Faxinal,4,4,Professora,2,9,Internet,1,1,Celular,3,5,3,4,3,4,4,3,4,3,3.6,-0.193071271
1,1,32,2,Faxinal,3,2,Analista de laboratório,3,9,Internet,1,1,Celular,4,4,3,4,4,4,4,4,4,4,3.9,0.22863719
2,1,42,2,Faxinal,3,4,empresário,5,9,Internet,1,1,Celular,3,4,4,4,4,2,2,4,4,2,3.3,-0.486959465
1,1,15,1,Faxinal,2,3,Farmacêutica ,2,9,Internet,1,1,Celular,2,4,2,1,1,1,1,4,4,2,2.2,-1.374344964
1,1,27,1,Ivaipora,3,4,Comerciaria,2,9,Internet,1,1,Celular,4,5,4,2,2,3,3,3,3,2,3.1,-0.734677615
2,1,38,2,Londres Inglaterra ,2,4,Fotógrafo ,3,9,"TV, Internet",1,1,"Computador, Tablet, Celular",5,5,5,5,5,5,5,5,5,5,5,1.632261366
1,1,22,1,Ivaiporã,4,2,Vendedora ,2,9,Internet,1,1,"Celular, Notebook",3,4,3,4,4,3,2,2,3,2,3,-0.683297064
2,3,38,1,Lidianópolis,3,3,Agricultor,2,9,"TV, Rádio, Internet",1,1,"Celular, Notebook",3,2,2,3,3,3,3,3,1,3,2.6,-0.705659863
2,1,39,1,Faxinal,3,2,Conselheiro Tutelar,3,9,Internet,1,1,Celular,5,5,4,2,4,2,2,4,4,3,3.5,-0.577864113
2,1,41,2,Lynn ma Usa,3,4,Construtor,3,9,Internet,1,1,Celular,3,4,3,3,3,4,4,3,3,2,3.2,-0.40923029
2,1,40,2,Faxinal,3,2,Pintura ,3,9,"TV, Internet",1,1,Celular,3,5,3,4,4,4,4,4,4,1,3.6,-0.092640945
1,1,23,2,Faxinal,3,1,Estudante ,1,9,Internet,1,1,"Computador, Celular, Notebook",4,4,4,3,5,4,4,3,2,1,3.4,-0.192420728
1,1,19,1,Faxinal,3,3,Estagiário,2,9,Internet,1,1,Celular,3,4,3,2,3,2,3,3,3,1,2.7,-0.890112676
2,3,42,2,Londrina,5,4,Policial civil,4,9,Internet,1,1,"Celular, Notebook",5,5,4,4,4,4,4,4,4,4,4.2,0.335292996
